Type;Immatriculation;Marque;Modele;Prix;Km;Etat;Divers1;Divers2
CampingCar;YF-842-IG;Renault;Trafic SpaceNomad;211;148668;Disponible;8.5;7
Voiture;XT-553-CQ;Ford;Fiesta;184;179542;Disponible;4;Oui
Voiture;LJ-668-GI;Ford;Fiesta;144;44299;Disponible;2;Oui
Voiture;ED-326-EB;Citroën;C3;51;118933;Loué;5;Oui
Voiture;XT-949-DA;Fiat;Tipo;126;10089;Disponible;7;Non
Voiture;ZO-139-KT;BMW;Serie 3;197;61770;Loué;7;Oui
Voiture;VK-643-BS;Volkswagen;Tiguan;175;15718;Disponible;2;Non
Moto;HF-828-CZ;Harley-Davidson;Sportster S;183;7432;Disponible;1100;A
Voiture;OJ-344-KK;Toyota;RAV4;38;88879;Disponible;7;Oui
Voiture;YT-459-KY;Mercedes;Classe C;32;71144;Disponible;5;Oui
Voiture;IR-800-VZ;Nissan;Ariya;45;47438;Loué;4;Oui
Moto;SP-915-NH;BMW;R1250GS;115;55652;Disponible;1300;A
Voiture;OS-976-IE;Kia;Sorento;83;91841;Disponible;7;Oui
Moto;HV-184-AC;BMW;F750GS;66;11275;Loué;900;A
Voiture;XM-026-ZP;Fiat;Panda;125;45709;Disponible;4;Oui
Moto;FT-257-LW;Yamaha;R1;65;99134;Disponible;1250;A
Voiture;HM-723-VW;Ford;Mustang Mach-E;175;40314;Disponible;4;Non
Voiture;OR-100-KJ;Toyota;Highlander;90;87907;Disponible;4;Oui
Moto;OH-327-CZ;KTM;Duke 125;86;73134;Disponible;1100;A
Voiture;HE-105-IB;Mercedes;GLC;66;65844;Disponible;9;Oui
Moto;WU-401-JN;Harley-Davidson;Fat Bob;249;48760;Disponible;1100;A
Voiture;FT-318-SX;Volvo;XC60;159;187629;Disponible;5;Oui
CampingCar;DL-272-ID;Peugeot;Boxer;235;220332;Loué;8.4;5
Voiture;JG-815-IZ;Ford;Kuga;106;65855;En maintenance;5;Oui
Moto;HI-331-SM;BMW;R1250RT;163;58367;Disponible;125;A2
Moto;QD-597-XA;Honda;Forza 350;131;68213;Disponible;750;A
Voiture;NK-506-RQ;Opel;Mokka;62;148720;Loué;5;Oui
CampingCar;YI-158-YG;Ford;Ranger (Cellule);316;10539;En maintenance;7.1;2
Voiture;QG-269-GN;Ford;Focus;118;98845;Disponible;9;Oui
Voiture;YY-761-GS;BMW;Serie 1;58;171138;Disponible;9;Oui
Voiture;LV-720-YD;Fiat;500;41;59902;Disponible;2;Oui
Voiture;RG-825-KG;Toyota;RAV4;157;59846;Disponible;7;Oui
Moto;TS-704-JX;Kawasaki;Ninja 1000SX;246;15142;Disponible;1800;A
Voiture;VH-362-BN;Hyundai;Tucson;107;121600;Disponible;7;Oui
Voiture;PW-013-VP;Peugeot;408;146;176479;Disponible;5;Oui
Voiture;FS-144-BR;Mercedes;GLB;103;153565;Disponible;5;Oui
Voiture;AR-833-ZO;Audi;A4;89;67626;Disponible;5;Oui
Voiture;KP-298-JZ;Dacia;Jogger;122;41447;Loué;7;Oui
Moto;ST-347-QZ;Harley-Davidson;Road Glide;210;37581;Loué;900;A
Voiture;BF-221-QO;Kia;Sorento;105;102181;Disponible;5;Non
Moto;HF-914-SN;Harley-Davidson;Pan America;112;41521;Disponible;500;A2
CampingCar;BW-800-HV;Citroën;SpaceTourer;155;223234;Disponible;7.5;7
Voiture;TX-376-IX;Tesla;Model S;189;198604;Disponible;5;Oui
CampingCar;XY-532-UJ;Iveco;Daily;306;9207;Disponible;8.5;5
Voiture;LG-629-JQ;Kia;Picanto;48;129716;En maintenance;9;Oui
Moto;TF-846-CY;Royal Enfield;Classic 350;170;52961;Disponible;1250;A
Moto;VK-444-MS;Kawasaki;Versys 650;112;43172;Disponible;1100;A
CampingCar;XL-864-SW;Renault;Trafic SpaceNomad;125;120798;Loué;5.3;6
Voiture;AI-548-RP;Ford;Focus;32;58366;Disponible;7;Oui
Moto;FH-739-EP;Ducati;Diavel V4;124;93518;Disponible;900;A
Moto;OX-984-UF;Suzuki;V-Strom 1050;128;81312;Disponible;1800;A
Moto;OC-667-KO;BMW;R1250GS;120;84155;Disponible;125;A2
CampingCar;ZN-800-CE;Volkswagen;Grand California;112;171635;Disponible;7.7;5
Moto;KC-918-KG;Triumph;Bonneville T100;250;47444;Disponible;900;A
Voiture;IS-290-AY;Audi;Q8;90;159758;Disponible;5;Oui
Voiture;ML-693-UD;BMW;Serie 1;88;152048;Loué;7;Oui
Moto;FP-280-VT;Triumph;Bonneville T100;68;78522;Disponible;750;A
Voiture;QU-583-VC;Volvo;S60;75;41375;Disponible;7;Oui
Voiture;JJ-060-WC;Dacia;Sandero;170;81992;Loué;5;Oui
Voiture;RS-766-ZF;Audi;Q5;61;66565;Disponible;5;Oui
Voiture;TI-356-MZ;Tesla;Model Y;61;33923;Disponible;7;Oui
CampingCar;UI-984-CR;Peugeot;Rifter;152;219602;Disponible;5.8;2
Voiture;XD-767-SQ;Peugeot;108;34;21927;Disponible;5;Oui
Moto;RT-081-NN;KTM;Super Duke 1290;126;70561;Disponible;650;A2
Voiture;JY-882-NG;BMW;X1;142;195029;Disponible;5;Oui
Voiture;TU-271-TM;Toyota;Aygo X;60;123787;Disponible;9;Non
Voiture;HT-166-FX;Peugeot;408;197;136557;Disponible;4;Oui
Voiture;VF-641-RR;Audi;Q8;181;169033;Disponible;5;Oui
Moto;PX-418-PT;Suzuki;V-Strom 1050;226;64178;Disponible;400;A2
Voiture;ET-107-VY;Seat;Tarraco;193;124670;Disponible;5;Oui
Voiture;II-180-HL;BMW;Serie 2;36;150196;Disponible;7;Oui
Voiture;LY-041-BN;BMW;Serie 2;59;81157;Disponible;2;Oui
Moto;WE-922-RV;Kawasaki;Ninja 1000SX;95;39632;Disponible;1100;A
CampingCar;BV-248-GZ;Renault;Trafic SpaceNomad;322;137915;Disponible;6.3;7
Moto;MZ-645-VI;KTM;Duke 125;61;79581;Disponible;125;A2
CampingCar;VA-737-HG;Ford;Ranger (Cellule);253;197463;Disponible;6.5;5
CampingCar;FB-225-RO;Renault;Kangoo;140;136388;Disponible;6.6;6
Voiture;XH-517-BB;Dacia;Spring;141;101558;En maintenance;5;Oui
CampingCar;RZ-224-LG;Citroën;Jumper;112;246611;Disponible;6.5;5
Voiture;QW-665-KU;Peugeot;108;194;131935;Disponible;2;Oui
Voiture;WK-473-OH;Peugeot;5008;90;8115;Disponible;2;Oui
Voiture;XZ-156-UF;Nissan;Micra;192;30337;Disponible;5;Oui
Moto;ZK-356-TC;Honda;CB1000R;141;79080;Disponible;800;A
Moto;KP-751-PT;KTM;Super Adventure 1290;82;50297;Disponible;650;A2
Voiture;QK-341-MY;Volvo;S60;119;42688;Disponible;9;Non
Voiture;EI-164-NZ;Audi;Q7;156;66519;Disponible;4;Oui
Voiture;NV-118-VU;Fiat;500;153;148363;Disponible;7;Oui
Voiture;CN-967-FE;Peugeot;3008;120;107968;En maintenance;7;Oui
Voiture;ZS-520-HP;BMW;Serie 4;167;132280;Disponible;2;Oui
Voiture;SR-097-XB;Peugeot;408;32;103205;Disponible;9;Oui
Moto;PO-573-CA;BMW;R1250RT;104;52088;Disponible;650;A2
Moto;XQ-006-PD;Royal Enfield;Continental GT 650;142;65308;Loué;600;A2
Voiture;FL-256-KY;Renault;Twingo;170;115056;Loué;5;Oui
Moto;DU-724-CC;Yamaha;MT-09;189;70562;Disponible;1300;A
Voiture;IG-097-OL;BMW;i4;92;129433;Disponible;4;Oui
Moto;JF-574-JL;KTM;Duke 125;152;96242;Disponible;500;A2
Moto;BF-220-EI;Suzuki;GSX-S1000;119;70217;Disponible;650;A2
Voiture;KT-236-BC;Opel;Grandland;51;165319;Disponible;5;Oui
Voiture;VZ-884-ZV;Hyundai;Bayon;126;10348;Loué;4;Oui
Voiture;IM-779-PC;Citroën;C5 X;85;70149;Disponible;5;Oui
Voiture;HB-433-FL;Peugeot;208;112;60991;Disponible;2;Oui
Voiture;QZ-989-CJ;Mini;Cooper;51;145777;Loué;5;Oui
Voiture;PC-607-JM;Nissan;Ariya;35;144560;Loué;5;Oui
CampingCar;BY-961-TT;Ford;Ranger (Cellule);277;201896;Disponible;7.8;6
Voiture;GN-782-JS;Mercedes;GLB;192;112726;Disponible;5;Oui
Moto;WZ-723-OU;Honda;Gold Wing;161;28578;Disponible;1800;A
CampingCar;TW-416-XB;Iveco;Daily;101;27909;Disponible;5.1;5
Voiture;BH-388-RL;Fiat;500X;167;146834;Disponible;4;Oui
Voiture;PL-736-NB;Ford;Mustang Mach-E;105;154025;Disponible;9;Oui
Voiture;UZ-474-WX;Hyundai;Santa Fe;59;171031;Disponible;2;Oui
CampingCar;RB-787-HJ;Fiat;Talento;173;77958;Disponible;6.7;4
Voiture;OP-741-WP;Seat;Ibiza;114;70817;Disponible;2;Oui
Voiture;QG-628-JY;Volkswagen;ID.5;99;178894;Disponible;4;Oui
CampingCar;BS-738-UO;Volkswagen;Grand California;219;51481;Disponible;7.3;3
Voiture;KP-091-XY;Tesla;Model 3;59;164048;Disponible;5;Oui
Voiture;FT-476-VK;BMW;X5;67;13188;Loué;2;Oui
Voiture;XL-733-PQ;Renault;Arkana;135;181046;Disponible;4;Oui
CampingCar;FC-866-QH;Iveco;Daily;302;118641;Disponible;8.9;5
Voiture;RU-083-DN;Seat;Arona;68;15166;Disponible;4;Oui
Voiture;TC-821-CG;Skoda;Kodiaq;153;144528;Loué;5;Oui
Voiture;HP-954-YJ;Ford;Mustang Mach-E;81;2297;Disponible;5;Oui
Voiture;YH-393-PH;Nissan;Qashqai;129;53954;Loué;4;Oui
Voiture;MI-692-PK;Skoda;Fabia;172;153231;Loué;2;Oui
Voiture;ZO-851-DE;Renault;Espace;177;170450;Disponible;7;Oui
Voiture;QM-427-JT;Peugeot;508;186;153622;Disponible;5;Oui
Voiture;QZ-758-GI;Kia;Sorento;141;181611;En maintenance;9;Oui
CampingCar;MU-942-XV;Ford;Ranger (Cellule);163;90706;Disponible;6.8;3
Moto;EO-420-RW;Suzuki;V-Strom 1050;56;52448;Disponible;600;A2
Moto;BY-558-SB;BMW;F850GS;119;38082;Disponible;650;A2
Moto;HO-507-HB;Harley-Davidson;Sportster S;181;34932;Disponible;400;A2
CampingCar;XO-976-DJ;Mercedes;Vito;234;190593;Disponible;6.1;6
CampingCar;PU-116-AV;Citroën;SpaceTourer;141;12790;Disponible;6.3;4
Moto;BD-218-NT;Harley-Davidson;Road Glide;183;24324;Disponible;900;A
Voiture;TO-095-QT;Nissan;Micra;46;132133;Loué;5;Oui
Voiture;ZQ-444-IE;Nissan;X-Trail;50;90542;Disponible;4;Non
Voiture;BH-698-RQ;BMW;Serie 2;92;107887;Disponible;9;Oui
CampingCar;SN-901-OE;Peugeot;Traveller;248;182140;Disponible;8.0;7
Moto;PL-117-FX;Kawasaki;Versys 1000;188;53624;Disponible;1000;A
Voiture;RS-872-PB;Mercedes;Classe A;142;107558;Disponible;2;Oui
Moto;AW-330-XF;Royal Enfield;Interceptor 650;90;50221;Disponible;300;A2
Voiture;UZ-875-SO;Volvo;C40;151;189404;Disponible;9;Non
Moto;FD-433-OX;Yamaha;XSR700;71;9574;Disponible;1250;A
Voiture;UK-402-CO;Volkswagen;Passat;178;84825;Disponible;4;Oui
Moto;ID-808-YT;Triumph;Rocket 3;93;51816;Disponible;125;A2
Moto;IJ-303-SI;Triumph;Trident 660;78;9649;En maintenance;1800;A
Voiture;IB-441-WB;Volkswagen;ID.4;104;6853;Disponible;7;Oui
Voiture;IX-810-NA;BMW;i4;119;101681;Disponible;2;Oui
Moto;SM-491-HD;Royal Enfield;Interceptor 650;111;78955;Disponible;1250;A
Voiture;JM-348-ZD;Tesla;Model S;190;6308;Disponible;2;Oui
CampingCar;UH-436-XP;Ford;Transit Custom;254;231754;Disponible;8.0;3
Voiture;NT-273-BR;Fiat;Tipo;144;28086;Disponible;2;Oui
Voiture;QE-421-DN;Ford;Kuga;57;11389;Disponible;4;Oui
Moto;TS-316-RP;Yamaha;R7;96;17272;Disponible;750;A
Voiture;KQ-484-DF;Volkswagen;ID.3;152;109298;Disponible;9;Oui
Moto;YG-123-UQ;Suzuki;GSX-S1000GT;98;11531;Disponible;125;A2
CampingCar;QS-255-MJ;Renault;Trafic SpaceNomad;99;78462;Disponible;7.0;3
Moto;WN-298-TH;Suzuki;GSX-S750;249;31206;Loué;125;A2
Moto;BO-605-WS;Suzuki;GSX-S1000GT;229;84157;Disponible;1000;A
Voiture;MT-324-XF;Volvo;V60;62;186309;Disponible;5;Oui
Voiture;ZD-936-II;Citroën;C5 Aircross;105;121198;Disponible;9;Oui
Moto;QV-299-RU;Royal Enfield;Meteor 350;162;69282;Disponible;800;A
Voiture;XS-437-EZ;Mini;Clubman;129;107706;Disponible;2;Oui
Voiture;GH-564-BG;Opel;Grandland;179;54520;Disponible;2;Non
Moto;SX-530-BJ;KTM;Super Duke 1290;80;24596;Loué;500;A2
Voiture;IR-942-BF;Peugeot;Rifter;71;152083;Disponible;5;Oui
Voiture;HM-469-IW;Dacia;Sandero;184;192321;Disponible;9;Oui
Moto;IA-270-IM;Suzuki;GSX-S750;110;27321;Disponible;1800;A
CampingCar;JU-158-TO;Ford;Transit Custom;284;50157;Disponible;8.0;2
Moto;EX-993-RM;Suzuki;GSX-S1000;159;2205;Disponible;1250;A
Voiture;BN-662-CF;Mini;Countryman;45;13005;Disponible;2;Oui
CampingCar;FM-717-LR;Renault;Kangoo;178;165692;Loué;7.8;3
Moto;LQ-360-LH;Suzuki;GSX-S750;126;51056;Loué;900;A
Voiture;UE-380-ED;Volvo;XC40;91;117047;Disponible;7;Oui
Voiture;ZG-045-WA;Audi;Q5;179;127857;Disponible;2;Oui
Moto;HZ-695-PY;Yamaha;R7;164;70893;Disponible;500;A2
Voiture;EP-213-MB;Volvo;XC90;48;72167;Disponible;2;Oui
Voiture;AC-728-UH;Renault;Captur;47;100199;Disponible;4;Oui
Voiture;SF-421-WZ;Opel;Astra;90;159673;Loué;5;Oui
Voiture;FB-298-IS;Skoda;Superb;110;59932;Disponible;9;Oui
Moto;LO-653-FL;Kawasaki;Z650;62;79952;Disponible;1250;A
CampingCar;XE-889-DX;Iveco;Daily;382;79967;Disponible;6.2;2
Moto;EZ-139-FT;Triumph;Trident 660;147;12754;Disponible;400;A2
Voiture;IE-899-GW;Mercedes;EQB;138;146358;Disponible;9;Oui
Moto;KD-647-XX;KTM;Super Adventure 1290;83;39408;Disponible;900;A
Moto;QL-552-WU;BMW;F900R;237;98459;Loué;500;A2
CampingCar;ST-566-TY;Mercedes;Marco Polo;279;129536;Disponible;7.6;7
CampingCar;IA-773-PD;Peugeot;Traveller;259;44765;Disponible;6.7;4
Moto;SW-787-JB;Royal Enfield;Meteor 350;47;76765;Disponible;300;A2
Moto;IM-532-UL;Royal Enfield;Interceptor 650;46;96092;Disponible;1300;A
Voiture;CX-033-GX;Peugeot;Rifter;128;193200;Disponible;9;Oui
CampingCar;NN-473-BT;Iveco;Daily;120;89564;Loué;5.8;6
Voiture;TB-194-LV;BMW;X2;171;59159;Disponible;7;Oui
Voiture;QL-633-ML;Nissan;X-Trail;86;199842;En maintenance;4;Oui
Moto;IA-460-HT;BMW;F850GS;52;33858;Loué;300;A2
Voiture;JM-558-IS;Seat;Ateca;131;182428;Disponible;2;Oui
Voiture;WR-727-VI;Ford;Focus;132;116606;Disponible;5;Oui
Moto;ID-220-VM;Royal Enfield;Interceptor 650;147;48433;Disponible;400;A2
Voiture;DK-038-IH;Volvo;C40;124;112465;Disponible;7;Oui
Moto;QE-043-XJ;Ducati;Streetfighter V4;105;91574;Disponible;750;A
CampingCar;ZN-423-UZ;Iveco;Daily;382;18068;Loué;5.3;3
Moto;PH-590-QO;Honda;Gold Wing;45;97252;Disponible;125;A2
Voiture;JX-300-CI;Skoda;Octavia;117;6305;En maintenance;4;Oui
Moto;HI-733-UR;Harley-Davidson;Street Glide;220;48127;Disponible;800;A
Voiture;TJ-338-MT;Mercedes;EQA;87;91981;Disponible;5;Oui
Moto;XE-865-CG;KTM;Duke 390;56;82824;Disponible;1000;A
Voiture;MC-281-PU;BMW;X3;142;30343;Disponible;5;Oui
Voiture;TX-827-WX;Volvo;S60;120;126125;Disponible;9;Oui
Voiture;TI-524-IE;Audi;e-tron;167;35620;Disponible;5;Oui
Voiture;LG-242-ET;Kia;Picanto;136;107701;Disponible;7;Oui
Moto;BC-076-MJ;Kawasaki;Z900;157;85330;Disponible;750;A
Moto;ZQ-490-TA;KTM;Super Duke 1290;98;83644;Disponible;800;A
Voiture;TW-039-YU;Fiat;500;113;162513;Loué;9;Oui
CampingCar;FK-270-SZ;Citroën;Jumper;316;143759;Disponible;8.6;2
Moto;MB-765-NK;Harley-Davidson;Sportster S;71;98459;Disponible;650;A2
Voiture;FL-458-RR;Hyundai;Ioniq 5;163;2660;Disponible;7;Non
Voiture;CJ-648-ZF;Audi;Q2;135;157477;Disponible;5;Oui
Moto;PO-940-MA;Triumph;Trident 660;218;7724;Disponible;400;A2
Voiture;KM-736-IO;Kia;Sorento;113;118802;Disponible;2;Oui
Moto;JE-177-PT;Honda;CB650R;99;96973;Disponible;500;A2
Moto;TU-801-WA;BMW;S1000RR;163;90755;Disponible;1100;A
Moto;DI-081-UJ;Ducati;Panigale V4;97;9020;Loué;800;A
Voiture;HS-677-QO;Seat;Leon;178;6886;Disponible;7;Non
Moto;YZ-071-XY;Triumph;Street Triple;224;18989;En maintenance;600;A2
CampingCar;LZ-463-SE;Iveco;Daily;298;50002;Loué;6.6;7
Voiture;YA-211-IE;Dacia;Duster;193;108650;Disponible;7;Non
Moto;NC-529-SF;BMW;F900XR;67;60187;Disponible;900;A
Moto;FW-412-MW;Honda;CB650R;154;61948;Disponible;1800;A
Moto;US-303-FC;Honda;Forza 125;64;84583;Disponible;900;A
CampingCar;IG-862-ME;Fiat;Ducato;400;169839;Loué;5.8;2
Voiture;MC-135-XK;Citroën;C3;186;5817;Disponible;2;Oui
Moto;DB-385-HZ;KTM;Super Adventure 1290;118;98467;Disponible;600;A2
Moto;NI-004-HL;Honda;X-ADV;216;93734;Disponible;750;A
Moto;BF-918-SA;BMW;F850GS;222;303;En maintenance;900;A
Moto;MU-398-TJ;Harley-Davidson;Low Rider S;85;34994;Disponible;1300;A
Voiture;PN-173-LK;Skoda;Superb;47;57056;Disponible;2;Non
Voiture;CN-341-CK;Skoda;Scala;152;86357;Loué;5;Oui
Voiture;CF-666-JV;Peugeot;2008;145;46692;Disponible;5;Oui
Voiture;BN-285-II;Hyundai;i20;115;89452;Loué;5;Oui
Voiture;KS-182-UX;Skoda;Karoq;197;115779;Disponible;2;Oui
Voiture;MK-849-TW;Seat;Ateca;97;138767;Loué;2;Oui
Voiture;ZY-706-HU;Kia;Sportage;86;6930;Disponible;7;Oui
Voiture;QU-120-XL;Mini;Countryman;73;11933;Disponible;5;Oui
Moto;WC-127-GR;Ducati;Monster;149;25620;Loué;900;A
Moto;VH-614-YO;BMW;R1250GS;228;4805;Disponible;800;A
Voiture;UL-987-RT;Renault;Espace;49;49570;Disponible;2;Oui
Voiture;IK-254-HJ;Nissan;Leaf;161;90346;Disponible;9;Oui
Voiture;WW-427-UJ;Volvo;V60;62;80869;Disponible;2;Oui
Voiture;OZ-816-XF;Hyundai;Ioniq 5;40;84013;Disponible;4;Oui
Voiture;FB-725-VG;Dacia;Spring;164;4200;Disponible;9;Oui
Moto;ER-476-ZQ;Suzuki;GSX-S1000GT;52;23966;Disponible;1300;A
CampingCar;OO-884-GR;Mercedes;Vito;352;11374;Disponible;8.6;7
CampingCar;QG-608-EC;Mercedes;Vito;149;203942;Disponible;8.4;2
Moto;AF-488-MG;Honda;NT1100;199;39535;Disponible;400;A2
Voiture;HB-464-LH;Mercedes;GLC;86;121728;Disponible;5;Oui
CampingCar;JQ-310-PA;Volkswagen;Grand California;106;60965;En maintenance;5.3;6
Moto;FZ-084-GV;Kawasaki;Z900;144;26829;Disponible;125;A2
Voiture;LR-114-RD;Citroën;Berlingo;162;178812;Disponible;4;Oui
Moto;PY-065-EV;Honda;CB1000R;136;30494;Loué;600;A2
Voiture;IJ-542-AD;Peugeot;208;126;28708;Disponible;7;Oui
Voiture;HI-642-VN;Mini;Countryman;168;17317;Loué;9;Oui
Voiture;XK-365-XQ;Opel;Astra;173;68227;Disponible;5;Oui
Voiture;IL-669-NG;Fiat;500;63;134532;Disponible;5;Oui
CampingCar;NJ-509-RB;Citroën;SpaceTourer;155;106033;Disponible;7.5;6
Moto;SF-264-SO;Triumph;Trident 660;198;34660;Disponible;650;A2
Moto;SB-572-IT;KTM;Adventure 890;182;31512;Disponible;125;A2
Voiture;UE-314-QE;Mini;Countryman;61;173394;En maintenance;5;Oui
CampingCar;TJ-527-PI;Citroën;Berlingo;198;210517;Disponible;7.4;6
Moto;DT-563-CA;Harley-Davidson;Fat Bob;238;28423;Disponible;1000;A
Voiture;ZV-129-RR;Mercedes;Classe E;104;53036;Disponible;5;Non
CampingCar;GO-007-QA;Iveco;Daily;308;153498;Disponible;6.2;4
CampingCar;FJ-046-RU;Mercedes;Vito;294;103978;Disponible;8.6;7
Moto;XE-582-EU;Suzuki;GSX-S1000;212;13159;Disponible;500;A2
Voiture;PQ-353-FI;BMW;Serie 4;109;82530;Loué;7;Oui
Voiture;RI-515-CI;Tesla;Model 3;193;33177;En maintenance;5;Oui
Moto;MA-351-XE;Kawasaki;Versys 650;221;66032;Disponible;1250;A
Moto;QZ-387-RL;Ducati;Multistrada V4;218;51136;Disponible;600;A2
Voiture;MV-474-FQ;Opel;Crossland;164;114062;Disponible;2;Oui
Moto;IG-063-VG;Royal Enfield;Meteor 350;97;99727;Disponible;1000;A
CampingCar;VV-921-PF;Ford;Transit Custom;140;127707;Disponible;7.4;6
Moto;DR-257-KS;Kawasaki;Z650;137;3489;Disponible;125;A2
Voiture;DU-475-YZ;Fiat;Tipo;46;119716;Disponible;4;Oui
Voiture;YU-312-WK;Volvo;C40;32;104948;Disponible;5;Oui
Voiture;JD-493-AV;Kia;Niro;63;193279;Disponible;7;Oui
Voiture;IZ-832-WN;Dacia;Duster;157;163355;Loué;2;Oui
Voiture;DV-219-EJ;Mercedes;Classe C;189;3382;Disponible;4;Oui
Moto;HL-598-ZJ;KTM;Super Adventure 1290;136;31680;Disponible;1250;A
Voiture;RC-134-NI;Dacia;Sandero;191;100945;Loué;5;Oui
Voiture;OJ-418-MW;Skoda;Octavia;164;2216;Disponible;4;Oui
Voiture;IG-076-WR;Hyundai;Ioniq 5;170;182305;Disponible;2;Oui
Moto;FU-317-QV;Honda;Gold Wing;217;45414;Disponible;300;A2
CampingCar;ID-600-KU;Citroën;Jumper;276;188867;Loué;6.1;3
Moto;BE-465-FQ;Harley-Davidson;Low Rider S;115;16336;Disponible;400;A2
Voiture;ZA-844-YT;Renault;Megane;170;45170;Disponible;5;Oui
Moto;IU-229-HM;Harley-Davidson;Street Glide;123;15569;Disponible;1250;A
Voiture;RR-451-AX;Skoda;Fabia;137;164348;Disponible;5;Oui
Moto;IH-084-HL;Royal Enfield;Himalayan;231;98441;Loué;500;A2
Moto;SY-710-ZO;Triumph;Tiger 900;144;32293;Disponible;400;A2
Voiture;JB-479-YV;Nissan;Leaf;133;21588;Loué;5;Oui
Voiture;ER-591-LJ;Nissan;Qashqai;152;56646;Loué;5;Oui
Moto;EK-829-BJ;Yamaha;Tracer 9;52;79644;Loué;600;A2
Voiture;HD-867-GS;Peugeot;108;95;1866;Disponible;2;Oui
Voiture;CQ-741-IB;Kia;Picanto;63;197909;Loué;9;Non
Moto;TR-162-MW;BMW;R1250GS;215;497;Loué;300;A2
Moto;GY-752-NQ;Honda;CB650R;56;93144;Disponible;650;A2
Moto;IE-309-YM;Ducati;Monster;230;21808;Disponible;1000;A
CampingCar;JR-560-LQ;Renault;Trafic SpaceNomad;101;78903;Disponible;8.2;5
Voiture;AT-653-GM;Peugeot;2008;181;87994;Disponible;4;Oui
Voiture;IM-066-VJ;Audi;A1;198;11845;Disponible;5;Oui
Moto;TC-865-IT;Suzuki;GSX-S750;200;41706;Disponible;125;A2
Moto;VC-738-WS;Harley-Davidson;Low Rider S;80;62945;Loué;650;A2
Voiture;SG-382-GD;Seat;Ibiza;143;28767;Disponible;2;Oui
Voiture;CK-592-HW;Tesla;Model S;174;21390;Disponible;5;Oui
Moto;YG-400-MO;KTM;Duke 125;47;93526;Loué;1100;A
Voiture;TX-471-PQ;Tesla;Model S;129;112292;Disponible;5;Non
Voiture;TZ-950-QK;Ford;Kuga;133;34928;Disponible;9;Oui
CampingCar;EG-608-QM;Mercedes;Marco Polo;327;180437;Loué;5.2;7
Voiture;BB-598-HM;Volvo;S60;188;23617;Disponible;2;Oui
Moto;GD-377-DE;Yamaha;MT-07;155;62262;Disponible;125;A2
CampingCar;IW-551-DE;Volkswagen;Crafter;258;155196;Disponible;5.9;2
Voiture;WN-543-CT;Tesla;Model 3;190;187552;Disponible;5;Oui
Moto;BK-938-QF;Triumph;Street Triple;108;62592;Disponible;300;A2
CampingCar;WX-250-EM;Volkswagen;California;292;150921;Disponible;6.5;5
Moto;HL-457-LD;Kawasaki;Versys 1000;192;42231;Disponible;900;A
Moto;LH-810-KW;BMW;R18;55;87513;Disponible;1300;A
Moto;ES-605-LO;Ducati;Scrambler;218;94683;En maintenance;400;A2
Voiture;UT-305-LW;Nissan;Juke;70;127013;Disponible;2;Oui
CampingCar;ZW-850-KR;Volkswagen;California;223;26106;Disponible;7.5;3
Voiture;NU-654-EY;Dacia;Duster;76;62049;Disponible;2;Oui
Moto;RK-212-HN;Triumph;Bonneville T120;231;87354;Disponible;1300;A
Moto;LU-765-HB;Harley-Davidson;Sportster S;190;29906;Disponible;125;A2
Voiture;LP-224-CG;Mercedes;Classe A;196;139922;Loué;4;Non
Voiture;EW-067-YJ;Opel;Mokka;137;121180;Loué;5;Oui
Moto;JN-549-VL;Harley-Davidson;Pan America;162;80569;Disponible;1250;A
CampingCar;UY-395-UD;Peugeot;Traveller;244;32483;Loué;5.4;6
Voiture;TM-927-VL;Citroën;C3 Aircross;97;62861;En maintenance;5;Oui
Voiture;JO-921-BA;Fiat;Tipo;177;192506;Disponible;4;Oui
Moto;ZN-236-YM;Harley-Davidson;Street Glide;126;60672;Disponible;1300;A
Moto;MF-753-OD;Honda;Forza 350;217;49176;Disponible;750;A
Moto;KT-394-AE;Honda;Forza 125;90;24304;Loué;750;A
Voiture;BI-035-UR;Skoda;Octavia;150;147437;Disponible;5;Oui
Moto;OL-283-TO;Honda;Forza 125;180;8700;Disponible;500;A2
CampingCar;ZU-050-LK;Volkswagen;California;288;8387;Disponible;6.5;6
Voiture;FW-287-VK;Nissan;Micra;166;178546;Loué;9;Oui
Voiture;YQ-587-TG;Seat;Arona;39;150558;Disponible;7;Oui
Voiture;GI-728-YB;Mercedes;Classe E;59;141439;Disponible;7;Oui
Voiture;WX-399-YK;Peugeot;5008;144;59885;Disponible;5;Oui
Voiture;EU-601-EB;Ford;Focus;50;21382;Disponible;9;Oui
Voiture;RZ-604-GN;Skoda;Superb;71;106893;Disponible;7;Oui
Moto;AZ-207-LQ;Harley-Davidson;Road Glide;143;77228;Disponible;1300;A
Voiture;HU-452-EB;Dacia;Duster;192;101646;Disponible;2;Oui
CampingCar;LH-990-BK;Renault;Master;326;205350;Loué;7.0;5
CampingCar;TB-747-LV;Ford;Transit Custom;188;217125;Disponible;7.0;4
CampingCar;CO-232-IG;Fiat;Ducato;329;226855;Disponible;7.0;3
Voiture;PJ-075-VG;Skoda;Kodiaq;171;11321;Disponible;5;Oui
CampingCar;FD-706-TV;Renault;Trafic SpaceNomad;266;46297;Disponible;7.3;3
